11,"I",1,20900161,1,5361,2,2008-06-03,1,8,0,2017-01-04,2017-01-04,2008-06-03,,534846.00,186763.00,534933.00,186768.00,1
11,"I",2,20900162,1,5361,2,2008-06-03,1,,0,2006-08-04,2008-06-03,2008-06-03,,535790.00,184647.00,535815.00,184521.00,1
11,"I",3,20900163,1,5361,2,2008-06-03,1,,0,2006-08-04,2008-06-03,2008-06-03,,532800.00,183756.00,533026.00,183736.00,1
